truss,Cring,M1cell,topend,toprest,CableTruss,M1baffle,M1covers,M1Level,M2baffle,M2seg,platforms,floor,GIR,LGSS,M1off,M1on,Azimuth,Zenith,Enclosure,Windspeed
8.066426582912856,4.683054450154304,6.222695907301373,3.3148796360658275,6.678067470974392,9.33483514489989,12.213752565626598,3.1883398979765585,8.16396291587088,7.274543747897496,4.9579807247983085,4.291574498083857,4.897743141942554,4.1745258422692615,6.50017497754097,3.3035991403858143,3.6447999789375607,az045,zen00,CD,17
6.107937453238539,6.904039820013361,6.686656609084871,4.516224079211553,6.798318026635382,5.494907467535609,8.241949495806669,5.293776825036671,7.085625169767273,6.578413438854713,5.946863979538282,6.255500938052105,6.249109705325734,5.4596277987132265,5.79315200858646,5.003312932855205,5.620233612825311,az090,zen00,CD,17
5.369005524096741,4.2477156194316015,4.3691386193566855,4.6809652991758455,9.022210283968183,5.545241102534055,6.498299938325666,5.685902776503085,4.941925609383318,6.5260719684802595,5.968197982841068,3.619204372127851,4.291605417688688,3.168212804979748,4.618327588664161,4.635208874112519,5.313406223201441,az135,zen00,CD,17
8.83073919108219,4.047849902073542,5.587344364881515,5.9966508704953725,9.203565702120464,7.45966296676937,10.94627485530782,8.279253529642443,7.136565443237623,7.080840983349669,7.101201739139027,3.653390192667643,4.00163494945897,3.073318392740356,8.425728235536152,10.590472865276867,11.874755968954828,az180,zen00,CD,17
4.391124105895559,2.554806909263134,2.2049793563435474,4.134031541372339,4.877250359912713,4.8954066792925195,2.9757818503032127,2.5248232376158897,2.499514365265767,5.1657945106078405,5.205603761633237,2.054673853630821,2.9008933255871137,1.924441801900665,2.8673676312764487,3.4712123834435338,4.218579412467021,az000,zen30,OS,2
2.7066778647145258,2.221137106542786,2.266378531560302,2.5579317376886803,3.018268029779196,2.6239169393225503,2.303340110073487,2.3496553423438358,2.487588340977828,3.065219081565039,3.2980665317376454,2.0694633862227203,2.0794103180766106,1.5731083203603824,2.7496256492634616,3.790557562318941,4.352063474136094,az045,zen30,OS,2
3.3426292819778123,2.3441910366962353,2.7723254494865737,2.5328535055344306,2.942983621786038,3.3913367672065893,2.407194226955374,2.9154736262264582,3.3997183009485403,2.920536294784814,3.2944078494161366,2.3494220582097767,2.454304819876949,1.917304821069042,3.0828470862905184,3.1703725909739733,3.5990524151921273,az090,zen30,OS,2
2.895999636169523,2.650355085487167,2.7745519871811073,3.4930179671396813,4.306448504398267,3.696939502323667,1.462643906188508,2.4888863617888806,3.1251299118796982,3.857321576748606,4.6194732882976535,2.6293479351003963,2.525828097909689,1.9755114537527163,2.936017445832491,2.7846101360578115,3.1732607523264984,az135,zen30,OS,2
1.5640461380854207,2.4905826865981022,2.4380582275291283,2.7226605103860297,2.9797250616252424,1.7242363326453218,1.3807318329438567,1.905246043163924,2.395530414536595,2.3440934152448416,3.29231108340621,2.370233241185546,2.2675731584181387,1.615811132018765,3.0126572513977687,4.242216363055011,4.889649372066061,az180,zen30,OS,2
11.356746447154453,5.41131437253952,4.922719497203827,10.074523592216629,11.457799071039473,13.037048287153244,10.86884377061815,6.2965315505973996,5.505598700080599,13.683717631389653,12.90867100610052,4.148283949409213,6.450429182120732,4.2326899851560595,5.45467471085276,4.9158267952220545,6.007810212975168,az000,zen30,OS,7
6.831434084811381,4.112945090089526,4.890432355982917,5.012093507562365,6.030241574355534,6.914574775074209,6.372811525685447,5.598874154019411,5.8736519678320205,6.9198657925294,6.2249314988170354,3.8817835104806084,3.910378440771784,3.1264765529802867,5.278710443053927,5.93572760825072,7.030701264926366,az045,zen30,OS,7
8.477595857799054,5.0925299745457515,6.779233664444515,4.476730538572584,5.422898493221828,8.952305193679674,6.689050763402666,7.8631838122275655,8.541643970285143,5.901403761532823,5.476502660564014,5.178151747907911,5.051027142218181,4.3601396511452535,6.528420716524124,5.1763213145560085,5.622428264281047,az090,zen30,OS,7
6.604888924480549,6.461731778757913,6.814749586207526,7.754279555967876,10.101213953937803,9.883151146343776,3.5722892681956293,7.028558129386577,7.093838450431824,9.774336011277779,10.005295599562782,6.702867036853518,5.435710484130042,5.294276485749654,5.999465831245695,4.626218814811536,4.938982491867883,az135,zen30,OS,7
4.22156350638078,5.297711470689093,5.6530043355396815,4.957197201166834,5.474131348626954,4.593610901129448,3.5589975906099593,5.333632378583009,5.568879178166389,5.571881292209295,5.784653950691223,4.974796347107206,4.514851424370494,3.528387698871749,5.5827497246776305,5.8869791964547975,6.6110978975806916,az180,zen30,OS,7
6.750429268026311,3.183353402700689,3.4961899995671377,4.030839625563886,5.950648674739732,6.676425561426423,4.950161122166448,4.095759555827555,3.768432190855344,6.50112519779067,4.799036032332315,2.899869340731038,3.2183208622667525,2.7110023039976756,3.845486664507124,3.6595846677583403,3.9442952919909886,az000,zen30,CD,12
5.498952347402042,4.025752401418156,4.440037353038788,3.758018158396085,5.49190869597594,4.624704280582175,6.726444189232567,5.902094737814875,5.490448865082529,4.958957430458508,5.001203705337312,3.5935692669947943,3.9935383624633154,3.557232948488659,4.874011411468188,4.258873744653897,5.142967539282432,az045,zen30,CD,12
3.855625185776663,5.555128626227379,5.157525889899995,4.2820643604662685,5.348384518782297,4.077157167917852,3.5890598338809276,4.438542548264626,5.135663857198423,3.535105456260155,4.699666081945101,5.067746046874258,5.163424633026123,4.3768395869467,5.662762461331155,6.859859431147576,7.528964910136329,az090,zen30,CD,12
3.4451940638485863,3.523883985903528,3.4227783279286492,4.581547220243348,5.285975762711631,3.2734415434882047,3.094752232932382,3.250306931604877,3.7317538666990067,3.6929172756609785,5.004560742139816,3.1592860819035105,3.5537972924047048,2.413027412328455,4.251249786072307,5.458020791110065,6.070621404429277,az135,zen30,CD,12
6.356540277859507,3.4748824050029117,4.741002619504928,10.409697711626688,10.642947627623876,5.29424460425268,5.271881920751598,5.0024010101382865,6.021132128477096,6.973667979477129,10.386598705106312,3.3099855586687723,3.5338797993395064,2.4289585357838206,7.407531241072549,11.958445395708084,11.900950225300258,az180,zen30,CD,12
10.172864778358644,3.6023028808434803,4.411780428316858,4.098058762232463,8.964581649012038,10.59827790317881,10.815722898274906,6.023709873845684,5.1112811100681625,15.577834451537695,5.968256948100196,3.249548110789723,3.651283647272322,3.2249141378535167,4.298736160490248,2.855503740874208,2.9766793637910207,az000,zen30,CD,17
8.324304368238314,4.744426996350288,5.764478354692459,3.7580465814669926,9.931419983691638,6.999161914722192,16.67982998908255,4.826272691086503,7.758696982595656,8.500794649607192,5.577371576984723,4.180106127632989,4.825405632840263,4.394394830465317,5.878570214430491,3.3676845213818627,3.992798333406332,az045,zen30,CD,17
6.328674023437243,6.863057226949268,6.952819254901674,4.588640000594987,8.69258073703448,6.749019168803171,7.237185887811912,6.991020393178989,7.843138604534997,5.491242569168132,5.509423094696468,6.235974391937256,6.458319598966175,5.566418962319692,7.32141611984041,6.442790155308903,7.276118491886572,az090,zen30,CD,17
5.2249789608745685,4.291115703582764,4.408454111814499,4.723689470887184,8.4807890570826,5.274521567027298,4.533440559476614,4.938797953070168,5.148508271793524,5.64426858179096,5.5282748306459855,3.8099953344927893,4.321003034406238,3.1149189199606577,4.739990769028664,4.436392809276,4.9327107229646705,az135,zen30,CD,17
10.891314534304357,3.458203828500377,5.38825054037571,13.826026772287157,16.122247074868945,10.006208221980836,8.392693597988123,7.296001715258566,7.319664792550935,16.090700346288685,15.102182688977983,3.215996380084091,3.4440072853300308,2.5594120649761622,8.036346293714312,10.396762290027407,10.357715316732724,az180,zen30,CD,17
4.746030610611041,2.492903742601474,2.644613906999429,4.452099123636882,5.4812867192626,4.797006482263406,3.542647286320726,3.190733057917096,3.267204410344362,5.401138521325387,5.652901183545589,2.075012125387788,2.802732511927684,2.0209082978119453,3.4595157640973726,3.8968477146550335,4.092551087346752,az000,zen60,OS,2
3.221952573200067,2.039546060189605,2.1803792958110573,3.004010195031762,3.6136449028452238,3.1242239299230277,2.7136681486219167,2.6132813646821016,2.6362258161654073,3.838814453069208,3.47715661089619,1.8716681696772575,2.0648834230899813,1.37006050722301,2.868901222358147,3.7317397207965453,4.359842670066903,az045,zen60,OS,2
3.009551985573334,2.2943165039916833,2.65828196661671,2.179593836105118,2.811390884483854,3.299103879181047,2.604495810041825,3.0580819610238152,2.933217601418495,2.90334557050647,3.0769811492611963,2.1967597003132107,2.4307486682484547,1.782267458125949,2.8157763651708763,3.1154383567562727,3.512704101636523,az090,zen60,OS,2
2.445536170510379,2.7527559359769027,2.5466189106007415,2.6323691032876573,3.4335653105775514,2.1597721514645016,1.6058606909016768,2.523674229470222,2.9021386525034902,3.4852926106408706,3.754294156730175,2.5304442189633845,2.523791752795378,2.118952003493905,2.8387631527781485,3.104359272206823,3.798651820416252,az135,zen60,OS,2
1.3503780559048246,2.484896091947953,1.9962474015951157,2.6215808829441665,2.704666299819946,1.2245240372315616,1.2377478571186462,1.767393054550545,2.1748383046239614,2.3483881740528596,2.694820846900344,2.2295780235628286,2.371129617144664,1.7725276381423076,2.6911688689937194,4.045792893134058,4.556978607361516,az180,zen60,OS,2
12.293256834983826,5.180271324157715,6.259684561218534,10.39814204958507,12.657725377389363,12.677691004582814,12.505712835933187,8.531139534333455,7.821104776246207,15.311959158314126,13.402061837605068,4.16782632957186,6.245475046566554,4.427230886391231,7.49691649212156,6.359051562256145,6.507969558441139,az000,zen60,OS,7
8.306133744273867,3.7378012749978473,4.705012656961169,6.627675795606204,7.7627291635785785,8.131651040656227,8.10504784131263,5.5096383871080885,6.105533628940583,9.42598432154734,7.589820272036961,3.4444975866760528,4.016025740555355,2.7370925023215156,5.492983461414065,5.863872519925319,7.073679093958011,az045,zen60,OS,7
7.921896738942181,5.010315163918904,6.551301356656211,3.944918052511556,5.370854504278728,8.989604293150562,9.156418194106648,7.166126254960362,7.366450479745865,6.518527447168848,5.579563289540155,4.911474866730826,5.025652417506491,4.143730608701706,5.960710565532957,4.665577730517103,5.2799466007715425,az090,zen60,OS,7
5.097339233672479,5.9544937968594684,5.878910361698695,4.795222271238054,6.538437193495887,5.274635959077327,4.138663072185857,5.944867887670923,6.820439164842878,7.330413521162201,6.787129211783409,5.486670907957214,5.208850684200014,4.747713088410241,5.282985339062554,4.058223465972564,4.750380229106705,az135,zen60,OS,7
3.571928734285574,5.360778826781682,4.551828185745648,4.354847619388785,5.003962128247534,3.3842030360293656,3.2876490692070552,4.740389698540226,4.922529001321111,4.47075564852317,4.805404299770083,4.737600907189505,4.869360562426703,3.927905116932733,4.7900912456342155,5.646749409760748,5.985877890808242,az180,zen60,OS,7
17.372874560727013,4.704485689189699,6.6626246531804405,13.244854540401034,17.82320745812191,20.429971404102112,22.632772331423748,9.44463508843161,8.568492302523719,36.02667773807256,17.55569814803865,4.097042406545745,5.347157845815023,3.7531076033115385,7.887132798380322,5.272491225970372,5.689846300826303,az000,zen60,CS,12
9.644216197037462,4.597173328293694,5.394823788960775,6.416369175699022,10.127520641273922,7.459493077228098,7.676867239470283,7.735336234164457,7.905039497706626,14.61772649620577,9.434582418627208,3.9021492177910275,5.289896715270149,3.7013341325389013,5.853803879817327,4.581917121470983,5.2968634574933855,az045,zen60,CS,12
4.305878924362226,5.423138533989588,5.186842019716899,5.052404431879521,6.044132551961475,3.5799122427873726,4.1643057552609175,4.758399033331881,5.288848871542347,4.981595900004807,5.577140044715669,4.928692451993625,5.113324903766314,4.464590595205625,6.008218578073714,6.808914171533452,7.683444781266981,az090,zen60,CS,12
5.2515224395508024,3.64616860320833,3.914730272438791,7.491411235941781,8.937359933879641,5.100139560155513,3.7473666173815725,4.02295113587309,4.289753094010883,7.423525652125141,7.896123709572686,3.4277333444224465,3.4092474595573212,2.8596352308061386,5.14859864587254,7.162418241222699,7.537597525450918,az135,zen60,CS,12
8.779893592184902,3.711853753407796,5.346307968086666,11.734671042919159,12.791504386345546,8.460407346857815,5.89568533448192,6.638607286810526,7.394585519287321,11.41280164483112,12.202782194428973,3.4660241872668265,4.001538738555379,2.777540020333396,7.427907598151101,8.83367400501834,8.026243599149916,az180,zen60,CS,12
25.54065563885371,5.68714033987787,8.841537036895751,14.757851160433557,27.067455373263194,29.937882757001454,36.72363788680686,11.948927866279446,11.913788075526556,31.634278167584924,21.57255892917845,4.9405292055209475,6.624494411706925,4.663807138164838,9.824188833819495,4.984464141729022,5.6481825129184875,az000,zen60,CS,17
14.492802730036278,5.438126127706633,7.086400110350715,6.681259435998069,17.0135841708978,11.193924473711728,17.198138516562214,8.527613321213126,11.208453777458933,31.270903715867867,11.395349793725543,4.486587591873275,6.389830814056927,4.502425751156277,7.09977798655298,3.5266173599858375,3.9033270117073164,az045,zen60,CS,17
6.992030910420568,6.4812108181185195,6.76040341925621,5.50138824381431,10.051888159460491,5.646055804431356,7.602315870934063,7.538131875282593,7.703902634150452,8.36175914188045,6.7842076347404054,5.834741530537605,6.147205611891216,5.496892354753283,7.338023372332255,6.042554398051248,6.775254829340602,az090,zen60,CS,17
8.13579314399028,3.9678005835877523,4.820321451716953,7.80280452533563,13.745123454868791,7.82977691701863,5.911340759641594,6.230620291985779,5.710829256461726,12.444366067710229,9.275534417920642,3.771686472588115,3.7343276479641596,3.2409471632772022,5.686862341006597,5.408181716189464,5.89700911661403,az135,zen60,CS,17
14.161027043284616,4.508023579067654,7.363105660094155,13.05780799182256,17.715689356737666,13.560251620020278,11.821037374989855,11.396724268586711,10.8841114531623,23.040314477555818,15.160494257503085,4.174728352559938,4.823622128658824,3.561174044330915,9.187279269536337,7.203413882497206,6.5795390450217655,az180,zen60,CS,17
